title,image,description
Le « deal » de Donald Trump entre le Maroc et Israël,https://img.lemde.fr/2020/12/11/59/0/4721/3147/110/74/60/0/f5d86e3_771116778-191285.jpg,
Election présidentielle au Ghana : l’opposant John Mahama conteste la victoire de Nana Akufo-Addo,https://img.lemde.fr/2020/12/11/84/0/3196/2130/110/74/60/0/cd70021_708186966-000-8wg6y3.jpg,
"En RDC, Félix Tshisekedi marque des points à l’Assemblée contre Joseph Kabila",https://img.lemde.fr/2020/12/11/0/0/1983/1322/110/74/60/0/b62811b_460505374-000-8wv9ee.jpg,
"« Ils les ont décapités un par un » : au Mozambique, la terreur des rescapés des attaques djihadistes",https://img.lemde.fr/2020/12/11/26/0/5681/3787/110/74/60/0/238fce1_325955966-000-8wt4ut.jpg,
Donald Trump annonce que le Maroc reconnaît à son tour Israël,https://img.lemde.fr/2020/12/11/0/114/5172/3448/110/74/60/0/b05b792_53948137-189001.jpg,
"« Les joueurs sont pris en otage par des problèmes d’égos » : au Cameroun, le football dans la tourmente",https://img.lemde.fr/2020/12/10/0/18/3312/2208/110/74/60/0/c358c05_317680087-000-par7598831.jpg,
"Maha Dahawi, généticienne en lutte contre l’épilepsie et modèle pour les filles du Soudan",https://img.lemde.fr/2020/12/01/11/0/1969/1310/110/74/60/0/0cf576c_592874457-3-portrait-correction-option2.jpg,
"Au Tigré, accord ONU-Ethiopie pour des missions conjointes d’évaluation humanitaire",https://img.lemde.fr/2020/12/10/8/0/5339/3559/110/74/60/0/88675c0_788466803-rtx8ey0e.JPG,
Le milliardaire Beny Steinmetz bientôt jugé en Suisse pour corruption,https://img.lemde.fr/2020/12/06/0/0/1974/1316/110/74/60/0/3c5c91d_fw1-swiss-steinmetz-1206-11.JPG,
"Covid-19 : en Afrique du Sud, une « deuxième vague » qui touche surtout les jeunes",https://img.lemde.fr/2020/12/10/0/0/3600/2400/110/74/60/0/3adccbe_494424962-000-8vu9j4.jpg,
"En Afrique, « la course aux vaccins est semée d’obstacles, alors que les pays les plus riches ont sécurisé leurs doses »",https://img.lemde.fr/2020/11/30/1/0/4189/2792/110/74/60/0/3129177_07d88ff41f37423bbd0b723446f545df-07d88ff41f37423bbd0b723446f545df-0.jpg,
Le Ghana réélit son président au terme d’un scrutin très disputé,https://img.lemde.fr/2020/12/09/43/0/4504/3002/110/74/60/0/9e729d3_5848553-01-06.jpg,
Les héritiers de Fela Kuti : la sélection musicale du « Monde Afrique » #31,https://img.lemde.fr/2020/12/01/0/39/3186/2124/110/74/60/0/05c2247_416273629-playlist-31-2.jpg,
"L’Egypte, les droits de l’homme et le discours français",https://img.lemde.fr/2020/12/07/0/0/5472/3648/110/74/60/0/21fa909_620a65cf6ce44b399e8359ac6c683f00-620a65cf6ce44b399e8359ac6c683f00-0.jpg,
"PSG-Basaksehir : Pierre Achille Webo et Demba Ba, les footballeurs qui ont dit « non au racisme »",https://img.lemde.fr/2020/12/09/15/0/1772/1181/110/74/60/0/86daa36_5844486-01-06.jpg,
